Core,Coring device,Latitude,Longitude,Water depth (m),Ocean,Sample depth - upper (m),Sample depth - lower (m),calendar age estimate (cal ky BP),Chronostratigraphic quality (chronozone level),sedimentation rate (cm/ky),Laboratory,Instrument,Publication,added by (name),date of addition,Orbulina universa,Globigerinoides conglobatus,Globigerinoides ruber,Globoturborotalita tenella,Globigerinoides sacc,Sphaeroidinella dehiscens,Globigerinella adamsi,Globigerinella siphonifera,Globigerinella calida,Globigerina bulloides,Globigerina falconensis,Beela digitata,Globoturborotalita rubescens,Turborotalita quinqueloba,Neogloboquadrina pachyderma L,Neogloboquadrina pachyderma R,Neogloboquadrina dutertrei,Globoquadrina conglomerata,Globorotaloides hexagonus,Pulleniatina obliquiloculata,Globorotalia inflata,Globorotalia truncatulinoides,Globorotalia crassaformis,Globorotalia crassula,Globorotalia hirsuta,Globorotalia scitula,Dentagloborotalia anfracta,Globorotalia menardii flexuosa,Globorotalia menardii & Globorotalia tumida,Candeina nitida ,Globigerinita glutinata,Globorotalia theyeri,Tenuitella iota,Turborotalita humilis & Berggrenia pumilio,Globigerinita uvula,Other ID,Other UnID
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,0.94,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.2,1.8,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
PS1951-1,,68.8417,-20.825,-1459,North Atlantic,1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.9,1.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,4.1,94.2,0.7,0,,,0,0,0,0,,0,0,,,0,0,0.5,,,0,0.2,,
GIK23056-2,,68.5017,3.8383,-2665,North Atlantic,0.35,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,1.9,96.5,1.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1.9,0,0,0,4.7,90.8,2.4,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.32,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.3,0,0,0,0,98.1,1.7,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23065-2,,68.495,0.8317,-2804,North Atlantic,0.34,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.4,2.5,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.4,2.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.8,1.2,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
V28-56,,68.033,-6.117,-2941,North Atlantic,0.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.7,3.3,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
PS2644-5,,67.8667,-21.765,-777,North Atlantic,1.13,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,99.3,0.5,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
PS2644-5,,67.8667,-21.765,-777,North Atlantic,1.17,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.2,99.5,0.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.17,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.7,3.1,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.18,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.7,3.3,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.2,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.5,1.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.28,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.9,2.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.29,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.8,3.2,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.3,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.5,2.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.32,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.6,2.2,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.34,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98,1.9,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.36,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.6,3.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.38,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.1,2.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.41,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.4,1.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.43,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.8,2.1,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.45,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.6,3.1,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.47,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.7,2.8,0,,,0,0,0,0,,0,0,,,0,0,0.5,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.49,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.5,3.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.53,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.1,97.7,2.1,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.55,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.1,97.7,2.1,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.57,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.6,2.3,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.59,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.7,2.3,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.61,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.2,97.2,2.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.62,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,0,97,2.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23071-3,,67.085,2.9083,-1308,North Atlantic,1.64,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.3,0,0,0,0.5,96.7,2.3,0,,,0,0,0,0,,0,0,,,0,0,0.2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.41,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,95.7,0,0,,,0,0,0,0,,0,0,,,0,0,4.3,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.46,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,1.4,95.8,0,0,,,0,0,0,0,,0,0,,,0,0,2.8,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.52,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,93.5,1.4,0,,,0,0,0,0,,0,0,,,0,0,5,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.56,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,89.3,1.9,0,,,0,0,0,0,,0,0,,,0,0,8.7,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.62,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.5,0,0,,,0,0,0,0,,0,0,,,0,0,3.5,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.66,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.8,1.1,0,,,0,0,0,0,,0,0,,,0,0,2.2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.71,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.7,0.8,0,,,0,0,0,0,,0,0,,,0,0,1.5,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.77,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,1,92.9,3.1,0,,,0,0,0,0,,0,0,,,0,0,3.1,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.81,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,95.4,0,0,,,0,0,0,0,,0,0,,,0,0,4.6,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.87,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.7,0,0,,,0,0,0,0,,0,0,,,0,0,2.3,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.91,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,94.9,1.3,0,,,0,0,0,0,,0,0,,,0,0,3.8,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,10.96,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0.5,0,0,0.5,94.5,1,0,,,0,0,0,0,,0,0,,,0,0,3.5,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.02,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.7,95.2,2.1,0,,,0,0,0,0,,0,0,,,0,0,2.1,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.06,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,93.6,3.2,0,,,0,0,0,0,,0,0,,,0,0,3.2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.12,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.5,3.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.16,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,95.6,3.3,0,,,0,0,0,0,,0,0,,,0,0,1.1,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.21,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.9,1.5,0,,,0,0,0,0,,0,0,,,0,0,0.5,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.27,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.6,1.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.31,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.3,0.7,0,,,0,0,0,0,,0,0,,,0,0,2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.37,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.8,0,0,,,0,0,0,0,,0,0,,,0,0,2.2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.77,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.8,0,0,,,0,0,0,0,,0,0,,,0,0,1.2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.87,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,93,1.8,0,,,0,0,0,0,,0,0,,,0,0,5.3,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.91,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,92.8,1.4,0,,,0,0,0,0,,0,0,,,0,0,5.8,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,11.96,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,90.8,0.8,0,,,0,0,0,0,,0,0,,,0,0,8.4,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,12.21,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,94.3,1.4,0,,,0,0,0,0,,0,0,,,0,0,4.3,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,12.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,95.4,0.9,0,,,0,0,0,0,,0,0,,,0,0,3.7,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,12.61,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,91.2,2.6,0,,,0,0,0,0,,0,0,,,0,0,6.1,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,12.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,93.7,2.5,0,,,0,0,0,0,,0,0,,,0,0,3.8,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,13.01,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,95.8,2.1,0,,,0,0,0,0,,0,0,,,0,0,2.1,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,13.21,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,91.9,0.7,0,,,0,0,0,0,,0,0,,,0,0,7.3,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,13.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,91.8,1.5,0,,,0,0,0,0,,0,0,,,0,0,6.7,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,13.61,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,95.5,2.3,0,,,0,0,0,0,,0,0,,,0,0,2.3,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,13.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,90.2,2.5,0,,,0,0,0,0,,0,0,,,0,0,7.3,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,14.21,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,90.5,1.7,0,,,0,0,0,0,,0,0,,,0,0,7.8,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,14.4,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,86.2,1.6,0,,,0,0,0,0,,0,0,,,0,0,12.2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,14.61,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,84.8,4,0,,,0,0,0,0,,0,0,,,0,0,11.2,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,14.8,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,91.7,2.3,0,,,0,0,0,0,,0,0,,,0,0,6,,,0,0,,
MD95-2011,,66.9697,7.6393,-1048,North Atlantic,15.01,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,92.2,2.4,0,,,0,0,0,0,,0,0,,,0,0,5.4,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.06,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.2,96.8,3,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.1,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.4,96.1,1.8,0,,,0,0,0,0,,0,0,,,0,0,1.7,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.22,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,0.1,97,2.6,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.32,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.7,2.3,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.42,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.8,2.2,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.52,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,98.5,1.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.62,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,0,96.5,2.3,0,,,0,0,0,0,,0,0,,,0,0,1.1,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.71,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.1,97,2.5,0,,,0,0,0,0,,0,0,,,0,0,0.4,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.81,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.8,2.7,0,,,0,0,0,0,,0,0,,,0,0,0.5,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,2.91,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.9,3.1,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.01,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.6,2.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.11,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,96.9,3,0,,,0,0,0,0,,0,0,,,0,0,0.1,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.21,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.6,2.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.31,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.2,2.5,0,,,0,0,0,0,,0,0,,,0,0,0.4,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.51,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.2,0,0,0,0.2,95.4,3.4,0,,,0,0,0,0,,0,0,,,0,0,0.7,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.71,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.3,2.7,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.91,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.4,0,0,0,1.2,95.3,2.4,0,,,0,0,0,0,,0,0,,,0,0,0.8,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.93,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,1,0,0,0,0.9,94.7,3.4,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,3.95,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,2.3,0,0,0,0.4,96.4,0.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,4.11,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.1,0,0,0,0.1,96.1,3.2,0,,,0,0,0,0,,0,0,,,0,0,0.4,,,0,0,,
GIK23074-1,,66.6667,4.905,-1157,North Atlantic,4.17,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0,97.5,2.5,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
V27-86,,66.6,1.117,-2900,North Atlantic,0.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.2,96.1,3.4,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
V27-86,,66.6,1.117,-2900,North Atlantic,0.7,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,1,97.1,1.9,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23519-5,,64.7973,-29.5958,-1893,North Atlantic,0.68,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.3,0,0,0,0.8,96.7,1.8,0,,,0,0,0,0,,0,0,,,0,0,0.3,,,0,0,,
GIK23519-5,,64.7973,-29.5958,-1893,North Atlantic,0.78,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0.9,0,0,0,1.3,96.2,1.6,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
GIK23519-5,,64.7973,-29.5958,-1893,North Atlantic,0.88,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.4,98.8,0.8,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
V28-14,,64.783,-29.57,-1855,North Atlantic,1.6,,,,,Kiel,,Pflaumann et al. (in press),M. W. ,39222,0,0,0,0,0,0,,0,0,0,0,0,0,0.6,95.7,3.7,0,,,0,0,0,0,,0,0,,,0,0,0,,,0,0,,
